,,,,,,
CL_ADMIN_PRICES_EN,Index Numbers,,,,,
Indicator Name,Selected period with the corresponding period last year,,,,,
,,,,,,
Item Code,Item Name,YEAR_MONTH,CL_ADMIN_PRICES_E,D_BASKET_LVL,Indicator Name,OBS_VALUE
01.1.1.2,Flour of cereals,8/1/16,Index Numbers,4,Selected period with the corresponding period last year,0.3
01.1.1.2,Flour of cereals,7/1/16,Index Numbers,4,Selected period with the corresponding period last year,0.1
01.1.1.2,Flour of cereals,6/1/16,Index Numbers,4,Selected period with the corresponding period last year,0.5
01.1.1.2,Flour of cereals,5/1/16,Index Numbers,4,Selected period with the corresponding period last year,0
01.1.1.2,Flour of cereals,4/1/16,Index Numbers,4,Selected period with the corresponding period last year,0.6
01.1.1.2,Flour of cereals,11/1/17,Index Numbers,4,Selected period with the corresponding period last year,0.3
01.1.1.2,Flour of cereals,10/1/17,Index Numbers,4,Selected period with the corresponding period last year,0.4
01.1.1.2,Flour of cereals,9/1/17,Index Numbers,4,Selected period with the corresponding period last year,0.8
01.1.1.2,Flour of cereals,8/1/17,Index Numbers,4,Selected period with the corresponding period last year,-0.6
01.1.1.2,Flour of cereals,7/1/17,Index Numbers,4,Selected period with the corresponding period last year,-0.5
01.1.1.2,Flour of cereals,6/1/17,Index Numbers,4,Selected period with the corresponding period last year,-0.7
01.1.1.2,Flour of cereals,5/1/17,Index Numbers,4,Selected period with the corresponding period last year,-0.1
01.1.1.2,Flour of cereals,4/1/17,Index Numbers,4,Selected period with the corresponding period last year,-0.3
01.1.1.2,Flour of cereals,3/1/17,Index Numbers,4,Selected period with the corresponding period last year,-0.6
04.4.1.1,Water supply through network systems,7/1/21,Index Numbers,4,Selected period with the corresponding period last year,0
04.4.1.1,Water supply through network systems,4/1/21,Index Numbers,4,Selected period with the corresponding period last year,0
04.4.1.1,Water supply through network systems,3/1/21,Index Numbers,4,Selected period with the corresponding period last year,0
04.4.1.1,Water supply through network systems,2/1/21,Index Numbers,4,Selected period with the corresponding period last year,0
04.4.1.1,Water supply through network systems,1/1/21,Index Numbers,4,Selected period with the corresponding period last year,0
04.4.1.1,Water supply through network systems,12/1/20,Index Numbers,4,Selected period with the corresponding period last year,0
04.4.1.1,Water supply through network systems,11/1/20,Index Numbers,4,Selected period with the corresponding period last year,0
04.4.1.1,Water supply through network systems,10/1/20,Index Numbers,4,Selected period with the corresponding period last year,0
04.4.1.1,Water supply through network systems,9/1/20,Index Numbers,4,Selected period with the corresponding period last year,0
04.4.1.1,Water supply through network systems,6/1/21,Index Numbers,4,Selected period with the corresponding period last year,0
04.4.1.1,Water supply through network systems,5/1/21,Index Numbers,4,Selected period with the corresponding period last year,0
04.4.1.1,Water supply through network systems,8/1/20,Index Numbers,4,Selected period with the corresponding period last year,0
04.4.1.1,Water supply through network systems,7/1/20,Index Numbers,4,Selected period with the corresponding period last year,0
04.4.1.1,Water supply through network systems,6/1/20,Index Numbers,4,Selected period with the corresponding period last year,0
04.4.1.1,Water supply through network systems,5/1/20,Index Numbers,4,Selected period with the corresponding period last year,0
04.4.1.1,Water supply through network systems,4/1/20,Index Numbers,4,Selected period with the corresponding period last year,0
04.4.1.1,Water supply through network systems,3/1/20,Index Numbers,4,Selected period with the corresponding period last year,0
04.4.1.1,Water supply through network systems,2/1/20,Index Numbers,4,Selected period with the corresponding period last year,0
04.5.4.2.1,"Wood fuel, including pellets and briquettes (such as chips, particles or sawdust)",1/1/17,Index Numbers,5,Selected period with the corresponding period last year,-1.1
04.5.4.2.1,"Wood fuel, including pellets and briquettes (such as chips, particles or sawdust)",12/1/16,Index Numbers,5,Selected period with the corresponding period last year,-0.5
04.5.4.2.1,"Wood fuel, including pellets and briquettes (such as chips, particles or sawdust)",3/1/18,Index Numbers,5,Selected period with the corresponding period last year,7.9
04.5.4.2.1,"Wood fuel, including pellets and briquettes (such as chips, particles or sawdust)",2/1/18,Index Numbers,5,Selected period with the corresponding period last year,8.8
04.5.4.2.1,"Wood fuel, including pellets and briquettes (such as chips, particles or sawdust)",1/1/18,Index Numbers,5,Selected period with the corresponding period last year,6.5
04.5.4.2.1,"Wood fuel, including pellets and briquettes (such as chips, particles or sawdust)",12/1/17,Index Numbers,5,Selected period with the corresponding period last year,4.2
04.5.4.2.1,"Wood fuel, including pellets and briquettes (such as chips, particles or sawdust)",11/1/17,Index Numbers,5,Selected period with the corresponding period last year,-3
04.5.4.2.1,"Wood fuel, including pellets and briquettes (such as chips, particles or sawdust)",10/1/17,Index Numbers,5,Selected period with the corresponding period last year,-1.6
04.5.4.2.1,"Wood fuel, including pellets and briquettes (such as chips, particles or sawdust)",9/1/17,Index Numbers,5,Selected period with the corresponding period last year,-0.9
04.5.4.2.1,"Wood fuel, including pellets and briquettes (such as chips, particles or sawdust)",8/1/17,Index Numbers,5,Selected period with the corresponding period last year,-1.2
05.5,TOOLS AND EQUIPMENT FOR HOUSE AND GARDE,12/1/25,Index Numbers,2,Selected period with the corresponding period last year,-1.4
05.5,TOOLS AND EQUIPMENT FOR HOUSE AND GARDE,11/1/25,Index Numbers,2,Selected period with the corresponding period last year,-1.6
05.5,TOOLS AND EQUIPMENT FOR HOUSE AND GARDE,10/1/25,Index Numbers,2,Selected period with the corresponding period last year,-1.8
05.5,TOOLS AND EQUIPMENT FOR HOUSE AND GARDE,9/1/25,Index Numbers,2,Selected period with the corresponding period last year,-2
05.5,TOOLS AND EQUIPMENT FOR HOUSE AND GARDE,8/1/25,Index Numbers,2,Selected period with the corresponding period last year,-1.6
05.5,TOOLS AND EQUIPMENT FOR HOUSE AND GARDE,7/1/25,Index Numbers,2,Selected period with the corresponding period last year,-2.5
05.5,TOOLS AND EQUIPMENT FOR HOUSE AND GARDE,6/1/25,Index Numbers,2,Selected period with the corresponding period last year,-2.9
05.5,TOOLS AND EQUIPMENT FOR HOUSE AND GARDE,5/1/25,Index Numbers,2,Selected period with the corresponding period last year,-2
05.5,TOOLS AND EQUIPMENT FOR HOUSE AND GARDE,4/1/25,Index Numbers,2,Selected period with the corresponding period last year,-0.9
04.4.3.1.0,Sewage collection through sewer systems,7/1/25,Index Numbers,5,Selected period with the corresponding period last year,4.1
04.4.3.1.0,Sewage collection through sewer systems,1/1/15,Index Numbers,5,Selected period with the corresponding period last year,2.3
04.4.3.1.0,Sewage collection through sewer systems,11/1/24,Index Numbers,5,Selected period with the corresponding period last year,4.7
04.4.3.1.0,Sewage collection through sewer systems,5/1/14,Index Numbers,5,Selected period with the corresponding period last year,10.3
04.4.3.1.0,Sewage collection through sewer systems,4/1/14,Index Numbers,5,Selected period with the corresponding period last year,10.3
04.4.3.1.0,Sewage collection through sewer systems,3/1/14,Index Numbers,5,Selected period with the corresponding period last year,8.5
04.4.3.1.0,Sewage collection through sewer systems,2/1/14,Index Numbers,5,Selected period with the corresponding period last year,8.5
04.4.3.1.0,Sewage collection through sewer systems,1/1/14,Index Numbers,5,Selected period with the corresponding period last year,8.5
04.4.3.1.0,Sewage collection through sewer systems,12/1/14,Index Numbers,5,Selected period with the corresponding period last year,2.3
04.4.3.1.0,Sewage collection through sewer systems,11/1/14,Index Numbers,5,Selected period with the corresponding period last year,2.3
04.4.3.1.0,Sewage collection through sewer systems,10/1/14,Index Numbers,5,Selected period with the corresponding period last year,2.3
04.4.3.1.0,Sewage collection through sewer systems,9/1/14,Index Numbers,5,Selected period with the corresponding period last year,10.3
04.4.3.1.0,Sewage collection through sewer systems,8/1/14,Index Numbers,5,Selected period with the corresponding period last year,10.3
04.4.3.1.0,Sewage collection through sewer systems,7/1/14,Index Numbers,5,Selected period with the corresponding period last year,10.3
04.4.3.1.0,Sewage collection through sewer systems,6/1/14,Index Numbers,5,Selected period with the corresponding period last year,10.3
04.4.3.1.0,Sewage collection through sewer systems,6/1/25,Index Numbers,5,Selected period with the corresponding period last year,0
07.3.2.2,Passenger transport by taxi and hired car with driver,12/1/19,Index Numbers,4,Selected period with the corresponding period last year,-1.7
07.3.2.2,Passenger transport by taxi and hired car with driver,11/1/19,Index Numbers,4,Selected period with the corresponding period last year,-1.5
07.3.2.2,Passenger transport by taxi and hired car with driver,10/1/19,Index Numbers,4,Selected period with the corresponding period last year,-1.5
07.3.2.2,Passenger transport by taxi and hired car with driver,9/1/19,Index Numbers,4,Selected period with the corresponding period last year,-1.4
07.3.2.2,Passenger transport by taxi and hired car with driver,8/1/19,Index Numbers,4,Selected period with the corresponding period last year,-1.4
07.3.2.2,Passenger transport by taxi and hired car with driver,7/1/19,Index Numbers,4,Selected period with the corresponding period last year,-1.4
07.3.2.2,Passenger transport by taxi and hired car with driver,4/1/19,Index Numbers,4,Selected period with the corresponding period last year,-3.9
07.3.2.2,Passenger transport by taxi and hired car with driver,3/1/19,Index Numbers,4,Selected period with the corresponding period last year,-4.4
07.3.2.2,Passenger transport by taxi and hired car with driver,2/1/19,Index Numbers,4,Selected period with the corresponding period last year,-4.4
07.3.2.2,Passenger transport by taxi and hired car with driver,1/1/19,Index Numbers,4,Selected period with the corresponding period last year,-4.4
07.3.2.2,Passenger transport by taxi and hired car with driver,12/1/18,Index Numbers,4,Selected period with the corresponding period last year,-4
07.3.2.2,Passenger transport by taxi and hired car with driver,11/1/18,Index Numbers,4,Selected period with the corresponding period last year,-4
07.3.2.2,Passenger transport by taxi and hired car with driver,10/1/18,Index Numbers,4,Selected period with the corresponding period last year,-4
07.3.2.2,Passenger transport by taxi and hired car with driver,6/1/19,Index Numbers,4,Selected period with the corresponding period last year,-3.9
07.3.2.2,Passenger transport by taxi and hired car with driver,5/1/19,Index Numbers,4,Selected period with the corresponding period last year,-3.9
07.3.2.2,Passenger transport by taxi and hired car with driver,9/1/18,Index Numbers,4,Selected period with the corresponding period last year,-4
05.3.2.9,Other small household appliances,1/1/24,Index Numbers,4,Selected period with the corresponding period last year,-5.3
05.3.2.9,Other small household appliances,7/1/26,Index Numbers,4,Selected period with the corresponding period last year,-3.1
05.3.2.9,Other small household appliances,6/1/26,Index Numbers,4,Selected period with the corresponding period last year,-3.6
05.3.2.9,Other small household appliances,5/1/26,Index Numbers,4,Selected period with the corresponding period last year,-2.4
05.3.2.9,Other small household appliances,4/1/26,Index Numbers,4,Selected period with the corresponding period last year,-3.2
05.3.2.9,Other small household appliances,3/1/26,Index Numbers,4,Selected period with the corresponding period last year,-4
05.3.2.9,Other small household appliances,11/1/25,Index Numbers,4,Selected period with the corresponding period last year,0.3
05.3.2.9,Other small household appliances,10/1/25,Index Numbers,4,Selected period with the corresponding period last year,-4.2
05.3.2.9,Other small household appliances,9/1/25,Index Numbers,4,Selected period with the corresponding period last year,-1.2
