year,quarter,year_quarter,quote,n_days,rate_mean,rate_std,rate_min,rate_max
2025,Q1,2025-Q1,GBP,90,0.2117396666666667,0.0042013894036792634,0.20542,0.21872
2025,Q1,2025-Q1,USD,90,0.26667,0.0,0.26667,0.26667
2025,Q2,2025-Q2,AED,91,0.9793300000000001,0.0,0.97933,0.97933
2025,Q2,2025-Q2,CNY,91,1.9278340659340658,0.013938613192456808,1.9107,1.9584
2025,Q2,2025-Q2,EUR,91,0.23516373626373624,0.0038356959815662637,0.2275,0.24678
2025,Q2,2025-Q2,GBP,91,0.19966582417582418,0.003175214801459753,0.19425,0.20828
2025,Q2,2025-Q2,USD,91,0.26667,0.0,0.26667,0.26667
2025,Q3,2025-Q3,AED,92,0.97933,0.0,0.97933,0.97933
2025,Q3,2025-Q3,CNY,92,1.908142391304348,0.006917571728173787,1.8949,1.9209
2025,Q3,2025-Q3,EUR,92,0.2282283695652174,0.0015008761376616084,0.22522,0.23284
2025,Q3,2025-Q3,GBP,92,0.19768195652173914,0.0015031521744744915,0.19407,0.20163
2025,Q3,2025-Q3,USD,92,0.26667,0.0,0.26667,0.26667
2025,Q4,2025-Q4,AED,92,0.97933,0.0,0.97933,0.97933
2025,Q4,2025-Q4,CNY,92,1.8899934782608696,0.00995291999064537,1.8645,1.9024
2025,Q4,2025-Q4,EUR,92,0.22898478260869568,0.0015198101951048935,0.22616,0.23184
2025,Q4,2025-Q4,GBP,92,0.20036565217391306,0.0019794151119408463,0.19729,0.2042
2025,Q4,2025-Q4,USD,92,0.26667,0.0,0.26667,0.26667
2026,Q1,2026-Q1,AED,90,0.97933,0.0,0.97933,0.97933
2026,Q1,2026-Q1,CNY,90,1.845981111111111,0.010592226261675452,1.8261,1.8644
2026,Q1,2026-Q1,EUR,90,0.22781677777777776,0.0025667567205370162,0.22283,0.23249
2026,Q1,2026-Q1,GBP,90,0.19777266666666668,0.001927923025177947,0.19306,0.2015
2026,Q1,2026-Q1,USD,90,0.26667,0.0,0.26667,0.26667
